City name,Airport Code,Airport Name,Country name
Chah-Bahar,ZBR,Chah-Bahar International Airport,Iran
Chaiten,WCH,Chaiten International Airport,Chile
Chakcharan,CCN,Chakcharan International Airport,Afghanistan
Chalkyitsik,CIK,Chalkyitsik International Airport,United States
Challis,CHL,Challis International Airport,United States
Chalons Sur Marne,XCR,Vatry Airport,France
Chambery,CMF,Chambery International Airport,France
Champaign,CMI,University Of Illinois Willard International Airport,United States
Chanaral,CNR,Chanaral International Airport,Chile
Chandalar,WCR,Chandalar International Airport,United States
Chandigarh,IXC,Chandigarh International Airport,India
Chandler,SLJ,Stellar Air Park International Airport,United States
Chandler,CHD,Williams AFB International Airport,United States
Changchun,CGQ,Changchun International Airport,China
Changde,CGD,Changde International Airport,China
Changhai,CNI,Changhai International Airport,China
Changsha,CSX,Changsha International Airport,China
Changuinola,CHX,Changuinola International Airport,Panama
Changzhi,CIH,Changzhi International Airport,China
Changzhou,CZX,Changzhou International Airport,China
Chania,CHQ,Souda International Airport,Greece
Chanute,CNU,Martin Johnson International Airport,United States
Chaoyang,CHG,Chaoyang Airport,China
Chaparral,CPL,Chaparral International Airport,Colombia
Chapeco,XAP,Chapeco International Airport,Brazil
Chapleau,YLD,Chapleau International Airport,Canada
Charata,CNT,Charata International Airport,Argentina
Charles City,CCY,Municipal International Airport,United States
Charleston,CHS,AFB Municipal International Airport,United States
Charleston,CRW,Yeager International Airport,United States
Charleville,CTL,Charleville International Airport,Australia
Charlo,YCL,Charlo International Airport,Canada
Charlotte,CLT,Douglas International Airport,United States
Charlotte,QWG,Wilgrove Air Park International Airport,United States
Charlottesville,CHO,Albemarle International Airport,United States
Charlottetown,YHG,Charlottetown International Airport,Canada
Charlottetown,YYG,Charlottetown International Airport,Canada
Charters Towers,CXT,Charters Towers International Airport,Australia
Chateauroux,CHR,Chateauroux International Airport,France
Chatham,CYM,Chatham SPB International Airport,United States
Chatham,XCM,Chatham International Airport,Canada
Chatham Island,CHT,Karewa International Airport,New Zealand (Aotearoa)
Chattanooga,CHA,Lovell Field International Airport,United States
Chaurjhari,HRJ,Chaurjhari International Airport,Nepal
Chaves,CHV,Chaves International Airport,Portugal
Cheboksary,CSY,Cheboksary International Airport,Russian Federation
Chefornak,CYF,Chefornak SPB International Airport,United States
Chehalis,CLS,Centralia International Airport,United States
Chek Lap Kok,ZJK,Off Line Point International Airport,Hong Kong
Chelinda,CEH,Chelinda International Airport,Malawi
Chelyabinsk,CEK,Chelyabinsk International Airport,Russian Federation
Chemnitz,ZTZ,Chemnitz Railway Stn. International Airport,Germany
Chena Hot Springs,CEX,Chena Hot Springs International Airport,United States
Chengdu,CTU,Chengdu International Airport,China
Chennai/Madras,MAA,Meenambakkam International Airport,India
Cheongju,CJJ,Cheongju International Airport,Korea (South)
Cheraw,HCW,Cheraw International Airport,United States
Cherbourg,CER,Maupertus International Airport,France
Cherepovets,CEE,Cherepovets International Airport,Russian Federation
Cherkassy,CKC,Cherkassy International Airport,Ukraine
Chernigov,CEJ,Chernigov International Airport,Ukraine
Chernofski,KCN,SPB International Airport,United States
Chernovtsy,CWC,Chernovtsy International Airport,Ukraine
Cherokee,CKK,Cherokee International Airport,United States
Cherokee,CKA,Kegelman Af International Airport,United States
Cherrabun,CBC,Cherrabun International Airport,Australia
Cherribah,CRH,Cherribah International Airport,Australia
Cherskiy,CYX,Cherskiy International Airport,Russian Federation
Chesapeake,HTW,Huntington County International Airport,United States
Chester,CEG,Chester International Airport,United Kingdom
Chesterfield Inlet,YCS,Chesterfield Inlet International Airport,Canada
Chetumal,CTM,Chetumal International Airport,Mexico
Chetwynd,YCQ,Chetwynd International Airport,Canada
Chevak,VAK,Chevak International Airport,United States
Chevery,YHR,Chevery International Airport,Canada
Cheyenne,CYS,Cheyenne International Airport,United States
Cheyenne,FEW,Warren AFB International Airport,United States
Chi Mei,CMJ,Chi Mei International Airport,Taiwan
Chiang Rai,CEI,Chiang Rai International Airport,Thailand
Chiayi,CYI,Chiayi International Airport,Taiwan
Chibougamau,YMT,Chibougamau International Airport,Canada
Chicago,CHI,Chicago FSS International Airport,United States
Chicago,NOH,Chicago NAS International Airport,United States
Chicago,RFD,Chicago Rockford International Airport,United States
Chicago,DPA,Dupage County International Airport,United States
Chicago,GYY,Gary Regional International Airport,United States
Chicago,CGX,Merrill C Meigs International Airport,United States
Chicago,MDW,Midway International Airport,United States
Chicago,PWK,Pal-Waukee International Airport,United States
Chichen Itza,CZA,Chichen Itza International Airport,Mexico
Chickasha,CHK,Municipal International Airport,United States
Chicken,CKX,Chicken International Airport,United States
Chiclayo,CIX,Cornel Ruiz International Airport,Peru
Chico,CIC,Chico International Airport,United States
Chifeng,CIF,Chifeng International Airport,China
Chignik,KCQ,Chignik International Airport,United States
Chignik,KBW,Chignik Bay International Airport,United States
Chignik,KCG,Fisheries International Airport,United States
Chignik,KCL,Lagoon International Airport,United States
Chigorodo,IGO,Chigorodo International Airport,Colombia
Chihuahua,CUU,Gen Fierro Villalobos International Airport,Mexico
Chilas,CHB,Chilas International Airport,Pakistan
Childress,CDS,Childress International Airport,United States
Chile Chico,CCH,Chile Chico International Airport,Chile
Chilko Lake,CJH,Chilko Lake International Airport,Canada
Chillagoe,LLG,Chillagoe International Airport,Australia
Chillan,YAI,Chillan International Airport,Chile
Chilliwack,YCW,Chilliwack Municipal Airport,Canada
Chiloquin,CHZ,State International Airport,United States
Chimbote,CHM,Chimbote International Airport,Peru
Chimoio,VPY,Chimoio International Airport,Mozambique
Chinchilla,CCL,Chinchilla International Airport,Australia
Chincoteague,WAL,Wallops Flight Center International Airport,United States
Chinde,INE,Chinde International Airport,Mozambique
Chingola,CGJ,Chingola International Airport,Zambia
Chinguitti,CGT,Chinguitti International Airport,Mauritania
Chino,CNO,Chino International Airport,United States
Chios,JKH,Chios International Airport,Greece
Chipata,CIP,Chipata International Airport,Zambia
Chipinge,CHJ,Chipinge International Airport,Zimbabwe
Chiquimula,CIQ,Chiquimula International Airport,Guatemala
Chisana,CZN,Chisana Field International Airport,United States
Chisasibi,YKU,Chisasibi International Airport,Canada
Chisholm,HIB,Chisholm International Airport,United States
Chisinau,KIV,Chisinau International Airport,Moldova
Chistochina,CZO,Chistochina International Airport,United States
Chita,HTA,Chita International Airport,Russian Federation
Chitato,PGI,Chitato International Airport,Angola
Chitina,CXC,Chitina Arpt,United States
Chitral,CJL,Chitral International Airport,Pakistan
Chitre,CTD,Chitre International Airport,Panama
Chittagong,CGP,Patenga International Airport,Bangladesh
Chiusa/Klausen,ZAK,Bus Station International Airport,Italy
Chivolo,IVO,Chivolo International Airport,Colombia
Chkalovsky,CKL,Chkalovsky International Airport,Russian Federation
Chlef,CFK,Abou Bakr Belkaid International Airport,Algeria
Choibalsan,COQ,Choibalsan International Airport,Mongolia
Choiseul Bay,CHY,Choiseul Bay International Airport,Solomon Islands
Chokurdah,CKH,Chokurdah International Airport,Russian Federation
Chokwe,TGS,Chokwe International Airport,Mozambique
Cholet,CET,Le Pontreau International Airport,France
Chomley,CIV,Chomley International Airport,United States
Chongqing,CKG,Chongqing Jiangbei International,China
Chos Malal,HOS,Oscar Reguera International Airport,Argentina
Christchurch,CHC,Christchurch International,New Zealand (Aotearoa)
Christmas Creek,CXQ,Christmas Creek International Airport,Australia
Christmas Island,XCH,Christmas Island International Airport,Christmas Island
Christmas Island,CXI,Christmas Island International Airport,Kiribati
Chuathbaluk,CHU,Chuathbaluk International Airport,United States
Chub Cay,CCZ,Chub Cay International Airport,Bahamas
Chulman,CNN,Chulman International Airport,Russian Federation
Chumphon,CJM,Chumphon Airport,Thailand
Chungribu,CVB,Chungribu International Airport,Papua New Guinea
Churchill Falls,ZUM,Churchill Falls International Airport,Canada
Chute-Des-Passes,YWQ,Chute-Des-Passes International Airport,Canada
Cicia,ICI,Cicia International Airport,Fiji
Ciego De Avila,AVI,Maximo Gomez International Airport,Cuba
Cienfuegos,CFG,Cienfuegos International Airport,Cuba
Cilacap,CXP,Tunggul Wulung International Airport,Indonesia
Cimitarra,CIM,Cimitarra International Airport,Colombia
Cincinnati,CVG,Cinci./Nrthrn Kentucky International Airport,United States
Cincinnati,LUK,Municipal International Airport,United States
Cinder River,RCP,Cinder River International Airport,United States
Circle,IRC,Circle City International Airport,United States
Circle Hot Springs,CHP,Circle Hot Springs International Airport,United States
Cirebon,CBN,Penggung International Airport,Indonesia
Ciudad Bolivar,CBL,Ciudad Bolivar International Airport,Venezuela
Ciudad Constitucion,CUA,Ciudad Constitucion International Airport,Mexico
Ciudad Del Carmen,CME,Ciudad Del Carmen International Airport,Mexico
Ciudad del Este,AGT,Alejo Garcia International Airport,Paraguay
Ciudad Guayana,CGU,Ciudad Guayana International Airport,Venezuela
Ciudad Juarez,CJS,Intl Abraham Gonzalez,Mexico
Ciudad Mante,MMC,Ciudad Mante International Airport,Mexico
Ciudad Obregon,CEN,Ciudad Obregon International Airport,Mexico
Ciudad Real,CJI,Ciudad Real International Airport,Spain
Ciudad Victoria,CVM,Ciudad Victoria International Airport,Mexico
Claremont,CNH,Municipal International Airport,United States
Clarinda,ICL,Municipal International Airport,United States
Clarks Point,CLP,Clarks Point International Airport,United States
Clarksburg,CKB,Benedum International Airport,United States
Clarksdale,CKM,Fletcher Field International Airport,United States
Clarksville,CKV,Outlaw Field International Airport,United States
Clayton,CAO,Clayton International Airport,United States
Clear Lake,CKE,Clear Lake International Airport,United States
Clearlake,CLC,Metroport International Airport,United States
Clearwater,CLW,Executive International Airport,United States
Clemson,CEU,Oconee County International Airport,United States
Clermont,CMQ,Clermont International Airport,Australia
Clermont-Ferrand,CFE,Aulnat International Airport,France
Cleve,CVC,Cleve International Airport,Australia
Cleveland,BKL,Burke Lakefront International Airport,United States
Cleveland,CGF,Cuyahoga County International Airport,United States
Cleveland,CLE,Hopkins International,United States
Clifton,CFT,Morenci International Airport,United States
Clifton Hills,CFH,Clifton Hills International Airport,Australia
Clinton,CWI,Clinton International Airport,United States
Clinton,CTZ,Sampson County International Airport,United States
Clinton,CLK,Municipal International Airport,United States
Clinton,CSM,Sherman International Airport,United States
Clinton Creek,YLM,Clinton Creek International Airport,Canada
Clintonville,CLI,Clintonville International Airport,United States
Cloncurry,CNJ,Cloncurry International Airport,Australia
Clorinda,CLX,Clorinda International Airport,Argentina
Clovis,CVS,Cannon AFB International Airport,United States
Clovis,CVN,Municipal International Airport,United States
Club Makokola,CMK,Club Makokola International Airport,Malawi
Cluff Lake,XCL,Cluff Lake International Airport,Canada
Cluj-Napoca,CLJ,Someseni International Airport,Romania
Cluny,CZY,Cluny International Airport,Australia
Clyde River,YCY,Clyde River International Airport,Canada
Coalinga,CLG,Coalinga International Airport,United States
Coari,CIZ,Coari International Airport,Brazil
Coatepeque,CTF,Coatepeque Airport,Guatemala
Coatesville,CTH,Chestercounty Carlson International Airport,United States
Coban,CBV,Coban International Airport,Guatemala
Cobar,CAZ,Cobar International Airport,Australia
Cobija,CIJ,E. Beltram International Airport,Bolivia
Coca,OCC,Coca International Airport,Ecuador
Cochabamba,CBB,J Wilsterman International Airport,Bolivia
Cochrane,LGR,Cochrane International Airport,Chile
Cochrane,YCN,Cochrane International Airport,Canada
Cochstedt,CSO,Cochstedt International Airport,Germany
Cocoa,COI,Merritt Island International Airport,United States
Cocoa,COF,Patrick AFB International Airport,United States
Coconut Island,CNC,Coconut Island International Airport,Australia
Cocos Islands,CCK,Cocos Islands International Airport,Cocos (Keeling) Islands
Codazzi,DZI,Codazzi International Airport,Colombia
Cody/Yellowstone,COD,Yellowstone Regional International Airport,United States
Coen,CUQ,Coen International Airport,Australia
Coffee Point,CFA,Coffee Point International Airport,United States
Coffeyville,CFV,Municipal International Airport,United States
Coffman Cove,KCC,Coffman Cove SPB International Airport,United States
Coffs Harbour,CFS,Coffs Harbour International Airport,Australia
Cognac,CNG,Parvaud International Airport,France
Coimbatore,CJB,Peelamedu International Airport,India
Coimbra,CBP,Coimbra International Airport,Portugal
Colac,XCO,Colac International Airport,Australia
Colby,CBK,Municipal International Airport,United States
Cold Bay,CDB,Cold Bay International Airport,United States
Cold Lake,YOD,Cold Lake International Airport,Canada
Coldfoot,CXF,Coldfoot International Airport,United States
Coleman,COM,Coleman International Airport,United States
Colima,CLQ,Colima International Airport,Mexico
Isle Of Coll,COL,Isle Of Coll International Airport,United Kingdom
Collarenebri,CRB,Collarenebri International Airport,Australia
College Park,CGS,College Park International Airport,United States
